temperature,CO2_loading,CO2_partial_pressure
40,0.166153846,0.031711482
40,0.227384615,0.088900685
40,0.278153846,0.246449246
40,0.327692308,0.668063152
40,0.422461538,7.514713173
40,0.436,10.63564885
60,0.164307692,0.14232614
60,0.195692308,0.263587356
60,0.250461538,0.73071321
60,0.341230769,3.967712046
60,0.4,17.02721235
