Description,Name,Value,Uncertainty,Percent,Object,Object_Name
bic rxn coeff,"$k_{bic,1}$",549.0413477796379,9.808178143748622,0.017864188523166038,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_1,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_1
bic rxn coeff,"$k_{bic,2}$",-11839.623204523648,2176.9260331697787,0.18386784744450527,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_2,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_2
bic rxn coeff,"$k_{bic,3}$",-93.88108236928609,2.676909752089564,0.028513835636873052,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_3,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_3
bic rxn coeff,"$k_{bic,4}$",0.11352493020943132,0.024054461893185764,0.21188704409516027,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_4,params.reaction_MEA_bicarbonate_formation.k_eq_coeff_4
car rxn coeff,"$k_{car,1}$",318.95170090076664,9.789976584608032,0.030694229116696024,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_1,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_1
car rxn coeff,"$k_{car,2}$",121.79869525271269,1793.2264765424577,14.722870986604589,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_2,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_2
car rxn coeff,"$k_{car,3}$",-56.103555365203036,2.599396202214428,0.046332111847347285,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_3,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_3
car rxn coeff,"$k_{car,4}$",0.06256218055286072,0.02027827958428759,0.32413000002699466,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_4,params.reaction_MEA_carbamate_formation_combo.k_eq_coeff_4
eNRTL m-ca,"$A_{H_2O,(MEAH^+, HCO3^-)}$",1.9712078676734153,6.349139320197869,3.220938503909106,"params.Liq.tau_A[H2O,'MEAH^+, HCO3^-']","params.Liq.tau_A[H2O,'MEAH^+, HCO3^-']"
eNRTL m-ca,"$B_{H_2O,(MEAH^+, HCO3^-)}$",2307.0998638997116,1955.24821118131,0.8474917977223302,"params.Liq.tau_B[H2O,'MEAH^+, HCO3^-']","params.Liq.tau_B[H2O,'MEAH^+, HCO3^-']"
eNRTL m-ca,"$A_{H_2O,(MEAH^+, MEACOO^-)}$",-1.4842589055789486,7.278476433406326,4.903778179162948,"params.Liq.tau_A[H2O,'MEAH^+, MEACOO^-']","params.Liq.tau_A[H2O,'MEAH^+, MEACOO^-']"
eNRTL m-ca,"$B_{H_2O,(MEAH^+, MEACOO^-)}$",-406.9372030058335,2381.3437615375124,5.8518703720076815,"params.Liq.tau_B[H2O,'MEAH^+, MEACOO^-']","params.Liq.tau_B[H2O,'MEAH^+, MEACOO^-']"
eNRTL ca-m,"$A_{(MEAH^+, HCO3^-),H_2O)}$",-1.6932737149582413,5.624313416567924,3.3215618756041625,"params.Liq.tau_A['MEAH^+, HCO3^-',H2O]","params.Liq.tau_A['MEAH^+, HCO3^-',H2O]"
eNRTL ca-m,"$B_{(MEAH^+, HCO3^-),H_2O)}$",-542.6450551876959,1714.23192451041,3.1590298448724887,"params.Liq.tau_B['MEAH^+, HCO3^-',H2O]","params.Liq.tau_B['MEAH^+, HCO3^-',H2O]"
eNRTL ca-m,"$A_{(MEAH^+, MEACOO^-),H_2O)}$",-0.39140906715466256,5.000953572121148,12.77679540863844,"params.Liq.tau_A['MEAH^+, MEACOO^-',H2O]","params.Liq.tau_A['MEAH^+, MEACOO^-',H2O]"
eNRTL ca-m,"$B_{(MEAH^+, MEACOO^-),H_2O)}$",-247.13569457378733,1642.81212633774,6.647409348014054,"params.Liq.tau_B['MEAH^+, MEACOO^-',H2O]","params.Liq.tau_B['MEAH^+, MEACOO^-',H2O]"
