temperature,loading,fug_CO2,fug_H2O,act_coeff_CO2,Henry_CO2,x_CO2,Pressure
40.0,0.01,1.988615918434243e-05,6.439135124695414,1.1246060324137857,0.017682778334080242,7.578132366484091e-11,6.446255668763429
40.0,0.04413793103448276,0.0003035704805543902,6.436055519080608,1.134106429887973,0.2676737143482881,1.1471426039709438e-09,6.443052300890599
40.0,0.07827586206896552,0.0009210224080865597,6.43475928090431,1.143505744611335,0.8054374999223157,3.4517833521543204e-09,6.441954384883389
40.0,0.11241379310344828,0.001966887174021778,6.434538955793697,1.1525814936485173,1.7065059476146556,7.313402741859843e-09,6.442348791408133
40.0,0.14655172413793105,0.003618166548370606,6.435147140402306,1.1611537737914506,3.116009808551376,1.3353973192637052e-08,6.444165399915545
40.0,0.1806896551724138,0.006169839479431548,6.436439905071713,1.169006190533312,5.277850134067132,2.2618757171966165e-08,6.447555754422118
40.0,0.21482758620689657,0.010118544935777308,6.438303448484829,1.1758451116969406,8.605338267022738,3.687904197734836e-08,6.452903374035997
40.0,0.24896551724137933,0.01633178282787891,6.44062230207853,1.1812477714979406,13.825873979993691,5.9252172437624e-08,6.460961223530193
40.0,0.2831034482758621,0.026404828851096376,6.443254282924898,1.1845784686900087,22.290485222390306,9.552811460791159e-08,6.473183723407645
40.0,0.31724137931034485,0.04346876073993317,6.4459941356160035,1.1848427761003146,36.68736613561705,1.572273946439385e-07,6.492498715896017
40.0,0.3513793103448276,0.07418888370232433,6.448509488612221,1.1804222307738637,62.84944638300096,2.693476188256474e-07,6.525242408127762
40.0,0.38551724137931037,0.13425424474467848,6.450205458786509,1.1685860291696932,114.8860600704504,4.923557564479308e-07,6.586514629489286
40.0,0.41965517241379313,0.2653682746631725,6.449924023072374,1.1446422588738985,231.83511931862654,9.935527032028296e-07,6.716871120089096
40.0,0.4537931034482759,0.5944173448881694,6.445285828227569,1.1008936816989443,539.940736121621,2.3139702885379926e-06,7.040837933577557
40.0,0.48793103448275865,1.5538631343354765,6.431587836404979,1.0275636533970625,1512.181877199043,6.480607408580513e-06,7.9862049775551185
